cpg_id,cohort,total_barcodes
CPG315085,TOB,1658
CPG315093,TOB,3450
CPG315101,TOB,4359
CPG315119,TOB,3232
CPG315127,TOB,4574
CPG315135,TOB,4008
CPG315143,TOB,4465
CPG315150,TOB,4636
CPG315168,TOB,5240
CPG315176,TOB,3838
CPG315184,TOB,5090
CPG315192,TOB,3534
CPG315200,TOB,4165
CPG315218,TOB,947
CPG315226,TOB,929
CPG315234,TOB,956
CPG315242,TOB,887
CPG315259,TOB,1635
CPG315275,TOB,1354
CPG315283,TOB,1265
CPG315291,TOB,1146
CPG315309,TOB,1636
CPG315317,TOB,2236
CPG315325,TOB,2710
CPG315333,TOB,2617
CPG315341,TOB,3046
CPG315358,TOB,2996
CPG315366,TOB,4569
CPG315374,TOB,1525
CPG315382,TOB,4483
CPG315390,TOB,3614
CPG315408,TOB,4141
CPG315416,TOB,3097
CPG315424,TOB,4216
CPG315432,TOB,4430
CPG315440,TOB,3716
CPG315457,TOB,3435
CPG315465,TOB,1780
CPG315473,TOB,1759
CPG315481,TOB,2015
CPG315499,TOB,2617
CPG315507,TOB,2686
CPG315515,TOB,1448
CPG315523,TOB,3132
CPG315531,TOB,2968
CPG315549,TOB,4702
CPG315556,TOB,3438
CPG315564,TOB,2266
CPG315572,TOB,2907
CPG315580,TOB,4611
CPG315598,TOB,1270
CPG315606,TOB,4260
CPG315614,TOB,2438
CPG315622,TOB,2240
CPG315630,TOB,2192
CPG315648,TOB,1841
CPG315655,TOB,2089
CPG315663,TOB,2269
CPG315671,TOB,1284
CPG315689,TOB,1199
CPG315697,TOB,2453
CPG315705,TOB,1951
CPG315713,TOB,1034
CPG315721,TOB,993
CPG315739,TOB,1221
CPG315747,TOB,2117
CPG315754,TOB,1570
CPG315762,TOB,1942
CPG315770,TOB,2933
CPG315788,TOB,2687
CPG315796,TOB,2138
CPG315804,TOB,982
CPG315812,TOB,2277
CPG315820,TOB,3566
CPG315838,TOB,2809
CPG315846,TOB,2112
CPG315853,TOB,1827
CPG315861,TOB,1149
CPG315879,TOB,539
CPG315887,TOB,1064
CPG315895,TOB,981
CPG315903,TOB,1299
CPG315911,TOB,924
CPG315929,TOB,1347
CPG315937,TOB,788
CPG315945,TOB,953
CPG315952,TOB,379
CPG315960,TOB,1131
CPG315978,TOB,1911
CPG315986,TOB,1615
CPG315994,TOB,3165
CPG316000,TOB,3078
CPG316018,TOB,3423
CPG316026,TOB,2197
CPG316034,TOB,2961
CPG316042,TOB,3660
CPG316059,TOB,2995
CPG316067,TOB,3926
CPG316075,TOB,4213
CPG316083,TOB,4075
CPG316091,TOB,1062
CPG316109,TOB,1635
CPG316117,TOB,1134
CPG316125,TOB,1482
CPG316133,TOB,2025
CPG316141,TOB,2635
CPG316158,TOB,2853
CPG316166,TOB,3571
CPG316174,TOB,3275
CPG316182,TOB,3104
CPG316190,TOB,2694
CPG316208,TOB,2729
CPG316216,TOB,3324
CPG316224,TOB,4099
CPG316232,TOB,4700
CPG316240,TOB,4034
CPG316257,TOB,3067
CPG316265,TOB,4504
CPG316273,TOB,4457
CPG316281,TOB,3447
CPG316299,TOB,4816
CPG316307,TOB,4996
CPG316315,TOB,5622
CPG316323,TOB,1221
CPG316331,TOB,4137
CPG316349,TOB,5339
CPG316356,TOB,4165
CPG316364,TOB,4149
CPG316372,TOB,5823
CPG316380,TOB,4695
CPG316398,TOB,3974
CPG316406,TOB,3277
CPG316414,TOB,2300
CPG316422,TOB,1966
CPG316430,TOB,2414
CPG316448,TOB,1588
CPG316455,TOB,1545
CPG316463,TOB,4602
CPG316471,TOB,4833
CPG316489,TOB,4975
CPG316497,TOB,4734
CPG316505,TOB,4973
CPG316513,TOB,5608
CPG316521,TOB,1149
CPG316539,TOB,1175
CPG316547,TOB,1443
CPG316554,TOB,1374
CPG316562,TOB,2685
CPG316570,TOB,1425
CPG316588,TOB,1226
CPG316596,TOB,2530
CPG316604,TOB,3559
CPG316612,TOB,3873
CPG316620,TOB,3206
CPG316638,TOB,4324
CPG316646,TOB,2923
CPG316653,TOB,3562
CPG316661,TOB,2112
CPG316679,TOB,3419
CPG316687,TOB,3136
CPG316695,TOB,2614
CPG316703,TOB,2625
CPG316711,TOB,2199
CPG316729,TOB,2885
CPG316737,TOB,3214
CPG316745,TOB,1996
CPG316752,TOB,2662
CPG316760,TOB,4905
CPG316778,TOB,5570
CPG316786,TOB,1513
CPG316794,TOB,1881
CPG316802,TOB,2657
CPG316810,TOB,5866
CPG316828,TOB,3389
CPG316836,TOB,3384
CPG316844,TOB,3063
CPG316851,TOB,3375
CPG316869,TOB,3369
CPG316877,TOB,3589
CPG316885,TOB,4526
CPG316893,TOB,2891
CPG316901,TOB,2344
CPG316919,TOB,2659
CPG316927,TOB,3275
CPG316935,TOB,4107
CPG316943,TOB,3876
CPG316950,TOB,2548
CPG316968,TOB,3378
CPG316976,TOB,1757
CPG316984,TOB,1097
CPG316992,TOB,1231
CPG317008,TOB,1308
CPG317016,TOB,2848
CPG317024,TOB,607
CPG317032,TOB,935
CPG317040,TOB,1496
CPG317057,TOB,1822
CPG317065,TOB,1451
CPG317073,TOB,3001
CPG317081,TOB,3914
CPG317099,TOB,4316
CPG317107,TOB,3113
CPG317115,TOB,4646
CPG317123,TOB,3466
CPG317131,TOB,2714
CPG317149,TOB,2936
CPG317156,TOB,3262
CPG317164,TOB,1475
CPG317172,TOB,1204
CPG317180,TOB,838
CPG317198,TOB,2296
CPG317206,TOB,1148
CPG317214,TOB,1829
CPG317222,TOB,2067
CPG317230,TOB,1844
CPG317248,TOB,2353
CPG317255,TOB,3114
CPG317263,TOB,2653
CPG317271,TOB,1151
CPG317289,TOB,4118
CPG317305,TOB,3391
CPG317313,TOB,2596
CPG317321,TOB,2293
CPG317339,TOB,3798
CPG317347,TOB,3656
CPG317354,TOB,3019
CPG317362,TOB,3744
CPG317370,TOB,2465
CPG317388,TOB,3186
CPG317396,TOB,3186
CPG317412,TOB,4225
CPG317420,TOB,4768
CPG317438,TOB,2495
CPG317446,TOB,1996
CPG317453,TOB,3681
CPG317461,TOB,2555
CPG317479,TOB,4228
CPG317487,TOB,3758
CPG317495,TOB,4478
CPG317503,TOB,3361
CPG317511,TOB,3312
CPG317529,TOB,2358
CPG317537,TOB,2081
CPG317545,TOB,2802
CPG317552,TOB,2112
CPG317560,TOB,3446
CPG317578,TOB,2628
CPG317586,TOB,3991
CPG317594,TOB,1451
CPG317602,TOB,1955
CPG317610,TOB,3561
CPG317628,TOB,4164
CPG317636,TOB,3663
CPG317644,TOB,4030
CPG317669,TOB,4991
CPG317677,TOB,5183
CPG317685,TOB,3811
CPG317693,TOB,3589
CPG317701,TOB,4797
CPG317719,TOB,2209
CPG317727,TOB,1023
CPG317735,TOB,3832
CPG317743,TOB,3494
CPG317750,TOB,4558
CPG317768,TOB,6001
CPG317776,TOB,5072
CPG317784,TOB,2400
CPG317792,TOB,1679
CPG317800,TOB,3343
CPG317818,TOB,2542
CPG317826,TOB,2713
CPG317834,TOB,2384
CPG317842,TOB,1462
CPG317859,TOB,1156
CPG317867,TOB,1323
CPG317875,TOB,1082
CPG317883,TOB,1391
CPG317891,TOB,1128
CPG317909,TOB,681
CPG317917,TOB,4392
CPG317925,TOB,2564
CPG317933,TOB,2257
CPG317941,TOB,3267
CPG317958,TOB,4406
CPG317966,TOB,4495
CPG317974,TOB,3631
CPG317982,TOB,3822
CPG317990,TOB,3175
CPG318840,TOB,1100
CPG318857,TOB,1864
CPG318949,TOB,1299
CPG318956,TOB,1590
CPG318964,TOB,4484
CPG318972,TOB,3049
CPG318980,TOB,2056
CPG318998,TOB,5171
CPG319004,TOB,3795
CPG319012,TOB,4269
CPG319020,TOB,3054
CPG319038,TOB,2474
CPG319046,TOB,3105
CPG319053,TOB,2399
CPG319061,TOB,4524
CPG319079,TOB,1482
CPG319087,TOB,2441
CPG319095,TOB,2124
CPG319103,TOB,5375
CPG319111,TOB,3311
CPG319129,TOB,1656
CPG319137,TOB,3543
CPG319145,TOB,1256
CPG319152,TOB,1195
CPG319160,TOB,2442
CPG319178,TOB,2506
CPG319186,TOB,2128
CPG319194,TOB,2206
CPG319202,TOB,2469
CPG319210,TOB,3728
CPG319228,TOB,3208
CPG319236,TOB,5185
CPG319244,TOB,3283
CPG319251,TOB,3601
CPG319269,TOB,2534
CPG319277,TOB,4083
CPG319285,TOB,1599
CPG319293,TOB,3550
CPG319301,TOB,2613
CPG319319,TOB,2705
CPG319327,TOB,3474
CPG319335,TOB,3692
CPG319343,TOB,3840
CPG319350,TOB,3690
CPG319368,TOB,3337
CPG319376,TOB,4679
CPG319384,TOB,1198
CPG319392,TOB,1146
CPG319400,TOB,4916
CPG319418,TOB,3605
CPG319426,TOB,4029
CPG319434,TOB,2091
CPG319442,TOB,3113
CPG319459,TOB,3236
CPG319467,TOB,1370
CPG319475,TOB,3698
CPG319483,TOB,3420
CPG319491,TOB,4307
CPG319509,TOB,2986
CPG319517,TOB,4641
CPG319525,TOB,4062
CPG319533,TOB,3625
CPG319541,TOB,2330
CPG319558,TOB,2055
CPG319566,TOB,4705
CPG319574,TOB,3846
CPG319582,TOB,2514
CPG319590,TOB,3587
CPG319608,TOB,2699
CPG319616,TOB,2917
CPG319624,TOB,1751
CPG319632,TOB,3904
CPG319640,TOB,4198
CPG319657,TOB,3542
CPG319665,TOB,3794
CPG319673,TOB,2787
CPG319681,TOB,3027
CPG319699,TOB,4280
CPG319707,TOB,1636
CPG319715,TOB,2621
CPG319723,TOB,1768
CPG319749,TOB,2955
CPG319756,TOB,1896
CPG319764,TOB,4956
donor6_S0049,BioHEART,4800
donor7_S0049,BioHEART,1836
donor7_S0053,BioHEART,124
